cycle_number,measurement_time_relative,voltage_measured_smooth,current_measured_smooth,temperature_measured_smooth,soh
3,611.469,3.735337456346798,-2.009885027242095,28.838039015793395,1.0
3,620.906,3.733139964499307,-2.0094274931854708,28.884980008166536,1.0
3,630.281,3.730973007212252,-2.0092635331583018,28.93044876769013,1.0
3,639.641,3.72879522413648,-2.0091050375381223,28.97669215345156,1.0
3,649.016,3.726618445269771,-2.00877387119589,29.02153817310047,1.0
3,658.406,3.724448059198276,-2.008885715883636,29.063210222275483,1.0
3,667.781,3.72232694497162,-2.008698248365652,29.10172591447341,1.0
3,677.172,3.7201849121276687,-2.0083057524330603,29.138954114439382,1.0
3,686.516,3.7180956368260376,-2.00830617649668,29.17407223860633,1.0
3,695.922,3.7159909267601288,-2.008634447515843,29.208812696365793,1.0
3,705.313,3.713882583078376,-2.0087703886930672,29.243967017553196,1.0
3,714.735,3.711785612612434,-2.00877403877564,29.27672940322105,1.0
3,724.141,3.709695393064964,-2.0086712390914125,29.30704344357773,1.0
3,733.5,3.707603375496084,-2.0086695331984736,29.33792560584865,1.0
3,742.891,3.705514111592211,-2.008490142069051,29.36755936960283,1.0
3,752.281,3.703424180024933,-2.008612623712868,29.395203141997364,1.0
3,761.656,3.701369393501782,-2.008726968259523,29.422503289921817,1.0
3,771.031,3.699322047867871,-2.0089847969817036,29.4501977016631,1.0
3,780.422,3.697350504223568,-2.0093878890755903,29.475588246576145,1.0
3,789.844,3.6953024166206334,-2.0095488763081626,29.49916327116304,1.0
3,799.25,3.693250357715653,-2.0096957946616114,29.522673428340234,1.0
3,808.656,3.691231394969011,-2.009950999779111,29.543497834135735,1.0
3,818.031,3.6892103086136863,-2.0091751105226408,29.563834609837645,1.0
3,827.438,3.68719719817276,-2.00926173738058,29.585111770472487,1.0
3,836.781,3.685187574295384,-2.009161167440755,29.608128478095743,1.0
3,846.188,3.68317463784351,-2.008981788444691,29.629226003912116,1.0
3,855.641,3.6811594914607144,-2.0090715010639855,29.65043069190279,1.0
3,865.031,3.6791488363514384,-2.0091323307547935,29.671456869049244,1.0
3,874.453,3.677162032330373,-2.008820310229717,29.6931778048354,1.0
3,883.828,3.675149761126177,-2.008557640510307,29.713978561627957,1.0
3,893.219,3.673147334538362,-2.00878629423151,29.73539737467847,1.0
3,902.578,3.6711882580107,-2.0088064158742593,29.75792142568205,1.0
3,911.953,3.669233612110054,-2.0088244877920634,29.78341661779018,1.0
3,921.328,3.667293728581023,-2.0088540117938036,29.808218599788468,1.0
3,930.813,3.665356451285441,-2.008811624066104,29.833709636734017,1.0
3,940.188,3.66342484104152,-2.0089433541770028,29.856923833440536,1.0
3,949.578,3.661513805507756,-2.008798810036464,29.878329090880293,1.0
3,958.953,3.659581013927432,-2.0090229690589396,29.900389345735757,1.0
3,968.313,3.65767201648355,-2.0090860022576655,29.925209008665693,1.0
3,977.703,3.6557638853084393,-2.0092755449128306,29.947535337938454,1.0
3,987.063,3.6538735057469616,-2.0094464897834334,29.969780585117896,1.0
3,996.391,3.652016910022831,-2.0099215894565075,29.993331376900255,1.0
3,1005.797,3.65014186355303,-2.0100787250209264,30.01917497325179,1.0
3,1015.156,3.648278613309836,-2.0097550902957826,30.044580686825153,1.0
3,1024.516,3.64641723611854,-2.0097585744199447,30.070721262505703,1.0
3,1033.891,3.64453189860286,-2.00973934002458,30.096494322366492,1.0
3,1043.266,3.6426960132383503,-2.009701690892634,30.12435685775919,1.0
3,1052.641,3.6408525706458734,-2.0096455137666505,30.154694526043983,1.0
3,1062.031,3.6390018456561664,-2.0092589797174014,30.185610684746383,1.0
3,1071.375,3.63715294799818,-2.0094292429400107,30.212731241540357,1.0
3,1080.781,3.635353390248552,-2.0095066443477494,30.24040909399907,1.0
3,1090.266,3.63354869412906,-2.009746396046064,30.26680360166377,1.0
3,1099.672,3.631700085193141,-2.009471030540366,30.294834687498565,1.0
3,1109.156,3.629885623655395,-2.0095966283209736,30.32086738941317,1.0
3,1118.516,3.6280706680406944,-2.009765248442773,30.345951919612425,1.0
3,1127.906,3.626244253743312,-2.0096366019037704,30.37174714366699,1.0
3,1137.328,3.62447971146734,-2.0092830086322357,30.39971667405263,1.0
3,1146.735,3.62266907026409,-2.008579364384736,30.427390628738912,1.0
3,1156.11,3.620896806637173,-2.0079904493949954,30.454490441204705,1.0
3,1165.578,3.619135938524378,-2.007948657051707,30.479874135196468,1.0
3,1174.985,3.617386752428049,-2.007845527873412,30.508183062122605,1.0
3,1184.485,3.615610926735628,-2.007785774171153,30.53386628537172,1.0
3,1193.875,3.613842053194461,-2.008246290513305,30.5625634563066,1.0
3,1203.281,3.6120912267602465,-2.0090149916050413,30.59075827257421,1.0
3,1212.672,3.6103267615225434,-2.009205824140184,30.619499638926104,1.0
3,1222.078,3.60861657514562,-2.0095431391268925,30.649283977538744,1.0
3,1231.516,3.606934757350689,-2.009004820949611,30.677807511908775,1.0
3,1240.906,3.6051558831619457,-2.008576083362305,30.705392568577864,1.0
3,1250.297,3.603436393448399,-2.0084190401736537,30.7322900174086,1.0
3,1259.672,3.6016817211849306,-2.008525259611825,30.75745711119566,1.0
3,1269.063,3.599964621026802,-2.0082524007616662,30.78393280849757,1.0
3,1278.406,3.5982501268335794,-2.008260796923731,30.810606305778247,1.0
3,1287.781,3.596528491143238,-2.008759111140044,30.841169749819283,1.0
3,1297.188,3.594806239853318,-2.0091247723704893,30.871535562721384,1.0
3,1306.641,3.5930830367247526,-2.0092094615260456,30.902387408707057,1.0
3,1316.047,3.5914178794554226,-2.009710154467444,30.9323750949127,1.0
3,1325.438,3.589760745046562,-2.009252774318777,30.960728594560532,1.0
3,1334.797,3.5880619082362943,-2.0090157924583147,30.987400249267385,1.0
3,1344.235,3.5864158360297247,-2.00917272321887,31.014919408766065,1.0
3,1353.641,3.5847485451657928,-2.009098137069127,31.038143928408903,1.0
3,1363.016,3.5831266197889815,-2.0088620989741313,31.063763350279142,1.0
3,1372.438,3.581506085331885,-2.008666954622534,31.091491390553685,1.0
3,1381.86,3.579841187523889,-2.0085973244234183,31.11914299688288,1.0
3,1391.25,3.5782011985625,-2.0083019985419943,31.148692356067897,1.0
3,1400.703,3.576566798594907,-2.0081530301142743,31.177775368988296,1.0
3,1410.094,3.574936808322205,-2.0083915825934255,31.20766668824594,1.0
3,1419.469,3.573349470347699,-2.0084619767025513,31.236016704344575,1.0
3,1428.828,3.5717455827893847,-2.008580681955399,31.262067930581647,1.0
3,1438.219,3.5701556780204453,-2.0084207910963587,31.287280629322463,1.0
3,1447.578,3.568536251159895,-2.008548949832593,31.30978787150189,1.0
3,1456.938,3.566958810306778,-2.0086152567717224,31.33379459707146,1.0
3,1466.281,3.565375248359249,-2.0081135431358126,31.357483887559308,1.0
3,1475.641,3.563760769396707,-2.008253638746426,31.38174407511427,1.0
3,1485.063,3.562171763463776,-2.0077400647768044,31.40756456947333,1.0
3,1494.422,3.5605953437368134,-2.007756226315936,31.43281581093462,1.0
3,1503.797,3.5590521700211903,-2.0082254822796,31.45971190333052,1.0
3,1513.188,3.5575179870979596,-2.0085402928888025,31.48486887363231,1.0
3,1522.641,3.556010307067753,-2.008636254276169,31.511191587674343,1.0
3,1532.031,3.5545039234368008,-2.0081505256580416,31.53496799979203,1.0
3,1541.344,3.5529869850693436,-2.0084563811628895,31.55944432877357,1.0
3,1550.781,3.5515228281680673,-2.0083699897904954,31.58218525999032,1.0
3,1560.188,3.550046636984743,-2.0085116850404914,31.60506171166324,1.0
3,1569.563,3.548569026679158,-2.0092765933164953,31.628568164507932,1.0
3,1579.016,3.5470900677339205,-2.009645016413655,31.650727276558268,1.0
3,1588.422,3.545624956020257,-2.010199391212974,31.6744978619888,1.0
3,1597.828,3.544170871437645,-2.010489129950183,31.69953080173113,1.0
3,1607.235,3.5427250843201743,-2.010336749673045,31.724267781439476,1.0
3,1616.61,3.5412925146600234,-2.0097378207310355,31.750407703808772,1.0
3,1626.016,3.539851966965613,-2.0092304401297834,31.77529434431645,1.0
3,1635.438,3.5384090547139286,-2.0092018070597852,31.80092655641174,1.0
3,1644.844,3.5370275666173403,-2.008808095057245,31.82379325201592,1.0
3,1654.235,3.5356454677895717,-2.0087614604807595,31.847213404119582,1.0
3,1663.641,3.5343053511914215,-2.0090973057603305,31.870511401295325,1.0
3,1673.078,3.532975675556509,-2.0091994354007463,31.893857206643847,1.0
3,1682.485,3.531659386279683,-2.0094541978626466,31.919918005453916,1.0
3,1691.844,3.5303053097833437,-2.009482553041817,31.945449880699215,1.0
3,1701.25,3.5289849545368894,-2.0096416280265577,31.969065891401225,1.0
3,1710.656,3.527625849117758,-2.00968188718908,31.992731794513,1.0
3,1720.016,3.526270260019386,-2.009983579336482,32.01486897873652,1.0
3,1729.422,3.5248956964665576,-2.0098801980070062,32.03618166595887,1.0
3,1738.875,3.5235597524564555,-2.009743145112378,32.05732268634691,1.0
3,1748.297,3.5222174449675463,-2.0098281060529697,32.07750269466612,1.0
3,1757.656,3.520946605852542,-2.0099243368282154,32.09718075567183,1.0
3,1767.016,3.5196601096340037,-2.0094153361041553,32.11684947611807,1.0
3,1776.36,3.518402871338541,-2.0092474996354004,32.13896741261975,1.0
3,1785.781,3.517145659520988,-2.008680885062868,32.16231097708987,1.0
3,1795.203,3.515937768314208,-2.0087886844535117,32.182648177515304,1.0
3,1804.625,3.5147117768144467,-2.008540687375828,32.20440617665288,1.0
3,1814.016,3.5135039643886996,-2.0082108140485055,32.22724809439893,1.0
3,1823.375,3.512288781768543,-2.007535616637402,32.250134821633516,1.0
3,1832.75,3.511098746562227,-2.0082502363883155,32.27481579344622,1.0
3,1842.156,3.5099100191165333,-2.008765505803306,32.29727125945602,1.0
3,1851.531,3.5087311871908,-2.009010774502499,32.32101656190773,1.0
3,1860.922,3.5075417013496613,-2.0089626362311206,32.345048391185564,1.0
3,1870.375,3.506378822070874,-2.00858825675172,32.36920298826587,1.0
3,1879.766,3.5052345413005055,-2.0084446056953817,32.39116729885626,1.0
3,1889.172,3.504111397518078,-2.00871406975501,32.40907153524346,1.0
3,1898.594,3.5030025194873087,-2.008670137008223,32.42815099425243,1.0
3,1908.047,3.501937212555646,-2.008602929033396,32.445340689445764,1.0
3,1917.438,3.500851091960367,-2.008457141721383,32.46019820811447,1.0
3,1926.797,3.4997752785123075,-2.009372769211819,32.47740932660379,1.0
3,1936.141,3.4986912454652574,-2.009492403930591,32.49638821116864,1.0
3,1945.547,3.497572316217031,-2.0094560217939748,32.51858959352182,1.0
3,1954.922,3.4964595284088316,-2.0095112577748537,32.54363293656923,1.0
3,1964.328,3.4953117254992416,-2.0093078698543185,32.5675552695447,1.0
3,1973.875,3.4941703870205463,-2.0094186099050417,32.58985900563672,1.0
3,1983.235,3.4930851983467583,-2.009148741566766,32.61300036997054,1.0
3,1992.735,3.492020608068369,-2.008953204364318,32.63630286967698,1.0
3,2002.125,3.491009640344793,-2.0086053769439545,32.6580678684547,1.0
3,2011.531,3.48998166790241,-2.00828188451711,32.67718150928001,1.0
3,2020.922,3.4889396018317207,-2.0081790509003254,32.69538070888196,1.0
3,2030.406,3.4879294793695585,-2.0080100584025367,32.715768807968225,1.0
3,2039.813,3.486899334079095,-2.0078390683018053,32.73681972981225,1.0
3,2049.188,3.485857792520151,-2.008325204622784,32.760424486028164,1.0
3,2058.578,3.4847842294008635,-2.008394751181745,32.78263255733354,1.0
3,2068.031,3.4837238408522055,-2.0085090916403905,32.803692478195245,1.0
3,2077.391,3.482720290875321,-2.0088423421958215,32.82701976303479,1.0
3,2086.75,3.481695064065988,-2.0091583334905496,32.8506524802526,1.0
3,2096.141,3.4807362872979577,-2.0091347111544944,32.87452283361226,1.0
3,2105.531,3.479737393319138,-2.008722578093755,32.894060460004724,1.0
3,2114.953,3.478742822505797,-2.008810694166026,32.9123542672397,1.0
3,2124.391,3.477761372621763,-2.0085126073358004,32.9323302447664,1.0
3,2133.813,3.4767654311105067,-2.0081804054401515,32.95469638750398,1.0
3,2143.219,3.4757505079978284,-2.0083415009198236,32.97887553881451,1.0
3,2152.61,3.4747177419476345,-2.008108364545816,33.00095646512781,1.0
3,2162.063,3.4736686205002525,-2.008180145638581,33.022443470741244,1.0
3,2171.453,3.472609359930695,-2.0083632171734833,33.04727844389265,1.0
3,2180.86,3.471571278173585,-2.008763714817455,33.070140885842676,1.0
3,2190.281,3.4705515340918676,-2.008944005403606,33.091763063082986,1.0
3,2199.735,3.4695168478641647,-2.009071156700857,33.11345019324283,1.0
3,2209.11,3.468503524389069,-2.0093840153468205,33.13699345633771,1.0
3,2218.5,3.4675002548495497,-2.009123407526272,33.15766516218674,1.0
3,2227.891,3.466507652385975,-2.008883884075657,33.18294495662557,1.0
3,2237.266,3.465515896021701,-2.0090138969982387,33.2074982985147,1.0
3,2246.672,3.46446898693551,-2.00908418670146,33.23121293000137,1.0
3,2256.094,3.4634359338629963,-2.0088557385284695,33.25543246669987,1.0
3,2265.469,3.4623970696172965,-2.0088787535848076,33.280794993845205,1.0
3,2274.844,3.461389471929059,-2.0090987110184253,33.30371511451441,1.0
3,2284.266,3.460374943492045,-2.0094061355931365,33.32564320071346,1.0
3,2293.641,3.4593592327960945,-2.0094438586370704,33.34887294501074,1.0
3,2303.031,3.4583419294022963,-2.0094609668333576,33.37373316830776,1.0
3,2312.391,3.457321579583173,-2.0094503926589407,33.39562751512959,1.0
3,2321.781,3.456283673334556,-2.0094782497597214,33.42240636773405,1.0
3,2331.125,3.4552322892762493,-2.009277553269648,33.44845467398006,1.0
3,2340.5,3.454143261171761,-2.0088967852803123,33.47464592136989,1.0
3,2349.891,3.453050898491638,-2.00864664081645,33.500440495535685,1.0
3,2359.297,3.451982142413453,-2.008779507256002,33.524824166566844,1.0
3,2368.703,3.450949047755649,-2.008630976124723,33.55120979176151,1.0
3,2378.11,3.449911389195552,-2.008920353916766,33.575800959101436,1.0
3,2387.5,3.448859115762622,-2.0087544067698966,33.598956756916586,1.0
3,2396.86,3.4477918651389614,-2.009074919013929,33.6249499734618,1.0
3,2406.25,3.446745469473619,-2.0092403073702587,33.65286033360659,1.0
3,2415.656,3.4456748529446095,-2.008907736741519,33.68435554953467,1.0
3,2425.063,3.444596653798085,-2.0085022131141317,33.71566204306436,1.0
3,2434.485,3.443482949753355,-2.0082345244749593,33.7434666188678,1.0
3,2443.86,3.4423403406917408,-2.0088120719380527,33.76967174666185,1.0
3,2453.203,3.44122312128552,-2.0089369134415738,33.79361075167461,1.0
3,2462.563,3.440115112475771,-2.009337887595307,33.82129844977089,1.0
3,2472.016,3.438967771134964,-2.0095185838068086,33.846982552562274,1.0
3,2481.453,3.437820551996795,-2.0092904971209817,33.87350768131972,1.0
3,2490.891,3.4366540297769697,-2.0091193024177487,33.90205978635157,1.0
3,2500.281,3.435503695710935,-2.008847244414898,33.933572180745095,1.0
3,2509.625,3.43432557449383,-2.008463096445239,33.968658370170715,1.0
3,2519.031,3.433180327468204,-2.008963676897769,34.00249644589235,1.0
3,2528.453,3.431966739188614,-2.0096090248345018,34.03268277570048,1.0
3,2537.781,3.430791989319099,-2.0094022294393965,34.06433097427284,1.0
3,2547.172,3.4296050655992567,-2.008648531273246,34.09502124730701,1.0
3,2556.547,3.428415562523389,-2.0085281259295615,34.125510327066955,1.0
3,2565.985,3.427214221807807,-2.0086430198931935,34.155974531901094,1.0
3,2575.406,3.4259737822608733,-2.008520899878973,34.187431279509944,1.0
3,2584.781,3.4247245076935737,-2.008497524495836,34.218729613593,1.0
3,2594.141,3.4234741267794258,-2.008729689273625,34.252432203797106,1.0
3,2603.531,3.4222283230520114,-2.0092793231078327,34.28618552793919,1.0
3,2612.906,3.4209508371670982,-2.010019007431802,34.31739018006113,1.0
3,2622.266,3.4195766945268753,-2.0105263208992357,34.34980778854888,1.0
3,2631.672,3.4182326375870415,-2.009430050261955,34.385592185019924,1.0
3,2641.125,3.41688976179313,-2.0086942544784976,34.41932675062882,1.0
3,2650.547,3.4155495969731997,-2.008809360099032,34.452803288404354,1.0
3,2659.891,3.4141679791961916,-2.0091896393718134,34.4872921193691,1.0
3,2669.281,3.412770457907652,-2.0090501562634944,34.52330685947834,1.0
3,2678.672,3.4114078204985265,-2.0093890102509486,34.55889649226917,1.0
3,2688.016,3.4100278750678146,-2.009679756844737,34.595998333609415,1.0
3,2697.36,3.4085999455846103,-2.010005101847723,34.62978809291187,1.0
3,2706.735,3.4071068014195123,-2.01032047823315,34.66236470490106,1.0
3,2716.11,3.4055942594712536,-2.0104548481592497,34.69563399340185,1.0
3,2725.453,3.4040904417076923,-2.0102283122285662,34.72846663056492,1.0
3,2734.828,3.402580615846262,-2.0102722333365963,34.762327839250936,1.0
3,2744.188,3.401031861145145,-2.01004768166382,34.79762482071765,1.0
3,2753.594,3.39943649820009,-2.009842070507749,34.83255648992905,1.0
3,2762.969,3.397802096619539,-2.0094351099381895,34.86710572172284,1.0
3,2772.375,3.396159966917097,-2.009012135675187,34.90010197576044,1.0
3,2781.688,3.3944595479936335,-2.0083921949659467,34.93844035903954,1.0
3,2791.047,3.392699223305988,-2.008100330286098,34.974938977787204,1.0
3,2800.406,3.3909116450559793,-2.0080655128176503,35.010826796970505,1.0
3,2809.75,3.389119488475363,-2.008732918163673,35.04820098998878,1.0
3,2819.156,3.3872916672833364,-2.009253078944825,35.08494193823913,1.0
3,2828.531,3.38540974747626,-2.009872523603887,35.12241605349556,1.0
3,2837.891,3.383454946352066,-2.0095813534228637,35.16013198571859,1.0
3,2847.297,3.3814638855139667,-2.0100246040465013,35.19786425019499,1.0
3,2856.688,3.379369513896558,-2.009704985094207,35.234330156438524,1.0
3,2866.078,3.3772162392608944,-2.009040523792395,35.2717084031223,1.0
3,2875.578,3.374984814078787,-2.0084428391999936,35.31143884509507,1.0
3,2884.985,3.3726900721176176,-2.0083360650563526,35.34831088656579,1.0
3,2894.36,3.370294257622364,-2.008296999607309,35.38329780033948,1.0
3,2903.828,3.367811097840448,-2.0089163706686324,35.420103490454835,1.0
3,2913.219,3.3652416544411903,-2.0091986958248,35.45464210944972,1.0
3,2922.625,3.3625402617644062,-2.009631785244237,35.48850619835555,1.0
3,2931.985,3.3597488878791104,-2.0094304066567372,35.525520198426285,1.0
3,2941.344,3.3568676994510054,-2.0097847939516433,35.56443051108854,1.0
3,2950.735,3.3538505350843693,-2.00925512297809,35.60478605438808,1.0
3,2960.219,3.3506969786936014,-2.0092375726420513,35.646699379422884,1.0
3,2969.641,3.3473989181418444,-2.0092201488036254,35.68999602405232,1.0
3,2979.016,3.3439375424566107,-2.0094061594347905,35.73050821878564,1.0
3,2988.469,3.340293759024989,-2.009471611586118,35.76973986321167,1.0
3,2997.891,3.33642172281956,-2.00964796974504,35.8099860309619,1.0
3,3007.281,3.3323116290180788,-2.0096239481176794,35.85095230064622,1.0
3,3016.656,3.3280023912490906,-2.0097970148513213,35.89201847113721,1.0
3,3026.047,3.3235029116860235,-2.009343560830809,35.93477755957178,1.0
3,3035.406,3.3187351859740506,-2.0091915701907337,35.978375828248055,1.0
3,3044.766,3.3137079029165126,-2.00867824742868,36.021072540241356,1.0
3,3054.125,3.308351037153332,-2.0086289632398806,36.06809629678212,1.0
3,3063.453,3.3026303500002423,-2.008581114191228,36.115862362699175,1.0
3,3072.844,3.296553745941526,-2.0083355257490023,36.16056385428775,1.0
3,3082.25,3.290055139017474,-2.008598925453639,36.20592756472145,1.0
3,3091.625,3.283073624867995,-2.0084267030671477,36.25307730403911,1.0
3,3101.094,3.275644862529516,-2.0090252906018327,36.30064282042009,1.0
3,3110.5,3.267786221378988,-2.0095360517820504,36.34499851082467,1.0
3,3119.875,3.2593981488790256,-2.0097408815925877,36.39314310633162,1.0
3,3129.235,3.2504443663399254,-2.009901983080357,36.44237360981755,1.0
3,3138.641,3.240930655997099,-2.0099283282851963,36.492893079188846,1.0
3,3148.0,3.230757783807996,-2.0096598749380727,36.549027751128314,1.0
3,3157.375,3.2199160093361363,-2.009473345625534,36.6073406530515,1.0
3,3166.75,3.2083434701558113,-2.008975920393531,36.6668934683612,1.0
3,3176.094,3.1958934387664044,-2.008964580794349,36.72464016911125,1.0
3,3185.61,3.182524770565076,-2.0086201506788797,36.78412355244221,1.0
3,3195.141,3.168163888058663,-2.008914278399991,36.84031049485274,1.0
3,3204.719,3.152698474076617,-2.008986009878155,36.89411768786399,1.0
3,3214.25,3.1360233068948964,-2.0093469582591803,36.950509339483794,1.0
3,3223.797,3.118044981335353,-2.009550685334238,37.008910425318234,1.0
3,3233.344,3.0986259705784045,-2.0098807698701053,37.0685271461005,1.0
3,3242.938,3.0776913134156647,-2.0099928433942016,37.12657787468366,1.0
3,3252.469,3.055035826229185,-2.009901938953182,37.18567009123573,1.0
3,3262.047,3.0303495949460553,-2.009453567685964,37.248277787442376,1.0
3,3271.578,3.003154914325546,-2.008894101934187,37.31035991410496,1.0
3,3281.11,2.9728778519574517,-2.008750665478739,37.37505048568309,1.0
3,3290.719,2.938646991201192,-2.008585585971964,37.44307383956511,1.0
3,3300.25,2.8992422827619753,-2.008642200882314,37.51322484446055,1.0
3,3309.813,2.852846287336041,-2.0089430215936894,37.58715971576241,1.0
3,3319.36,2.7560926181367913,-2.178164358540477,37.676973715419045,1.0
3,3328.906,2.6867523488319773,-2.1364029306855272,37.77917970418087,1.0
3,3338.438,2.6521209279783013,-1.930502930609843,37.87979542121264,1.0
3,3347.953,2.653205067815185,-1.607040911518649,37.96585001145219,1.0
3,3357.531,2.6873763952698018,-1.2130708357652302,38.02335392274292,1.0
3,3367.141,2.748835038717328,-0.7955915052603615,38.04108740834275,1.0
3,3376.828,2.828629109050719,-0.402017247701616,38.00859673213834,1.0
3,3386.563,2.9143911812235967,-0.0786603257632625,37.92965082785825,1.0
3,3396.203,2.962838903415424,0.0934712109265505,37.83623807975412,1.0
3,3405.875,3.0019151568903237,0.1717111468682288,37.709607724794154,1.0
3,3415.578,3.0316199416482825,0.156059482061774,37.549759762978184,1.0
3,3425.25,3.0519532576893007,0.0465162165071855,37.35669419430621,1.0
3,3434.891,3.062915105013378,-0.1569186497955366,37.130411018778226,1.0
7,0.0,4.184914804913446,-0.0836325522973141,24.28541360220867,0.993633983664338
7,9.438,4.115215094235128,-0.6903874461648333,24.32710433811653,0.993633983664338
7,19.672,4.055439248787701,-1.1988535926237702,24.37672937221783,0.993633983664338
7,29.141,4.0055872685711655,-1.6090309916741248,24.43428870451257,0.993633983664338
7,38.578,3.9656591535855217,-1.9209196433158973,24.499782335000752,0.993633983664338
7,48.063,3.9356549038307858,-2.1345195475490986,24.57321026368249,0.993633983664338
7,57.516000000000005,3.921022865884125,-2.1770031316278624,24.66508889834878,0.993633983664338
7,66.969,3.928769089555218,-2.0086685146873995,24.76006446754839,0.993633983664338
7,76.5,3.9216911499253553,-2.0083262456490365,24.852195924515986,0.993633983664338
7,85.922,3.91506862844203,-2.0081998031666113,24.94521340363041,0.993633983664338
7,95.422,3.9088617753770354,-2.008577718156021,25.036198957830138,0.993633983664338
